时间,人群名称,人群类型,推广设备,产品线,计划,单元,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,总订单行,总订单金额,转化率,ROI
20190604~20190626,近30天内加购、加关注所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0品牌词,195,8,4.10%,44.01,225.69,5.5,7,8725.44,87.50%,198.26
20190604~20190626,【新】关注未购买0燃气灶,新标签人群,无线,京东快车(搜索),腰部广告_厨大,烟灶消店铺,193,2,1.04%,11.03,57.15,5.52,0,0,0,0
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,搜索0PC,191,13,6.81%,33.06,173.09,2.54,0,0,0,0
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,PC,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0长尾词,189,4,2.12%,21.87,115.71,5.47,0,0,0,0
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,PC,京东快车(搜索),T59C+Q390T_烟灶套装_单投,核心词0品牌词,187,2,1.07%,11.62,62.14,5.81,0,0,0,0
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,无线,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0PC,185,11,5.95%,27.61,149.24,2.51,2,2999,18.18%,108.62
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0无线,181,7,3.87%,33.5,185.08,4.79,0,0,0,0
20190604~20190626,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0PC,180,4,2.22%,17.5,97.22,4.38,0,0,0,0
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,搜索0PC,179,13,7.26%,33.06,184.69,2.54,0,0,0,0
20190604~20190626,【新】烟灶消店铺浏览未购,新标签人群,PC,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0品牌词,178,2,1.12%,5.76,32.36,2.88,1,2198,50.00%,381.6
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0PC,176,4,2.27%,17.5,99.43,4.38,0,0,0,0
20190604~20190626,【新】竞品低端品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J18+Q216B0T_烟灶套装_单投,搜索0PC,176,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】竞品低端品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0核心词0无线,175,15,8.57%,78.86,450.63,5.26,0,0,0,0
20190604~20190626,【新】再营销0燃气灶点击未购买,新标签人群,PC,京东快车(搜索),Q39_燃气灶_单投,搜索0品牌词,174,17,9.77%,35.64,204.83,2.1,1,1199,5.88%,33.64
20190604~20190626,【新】关注未购买0消毒柜,新标签人群,无线,京东直投,,,157,2,1.27%,1.54,9.81,0.77,0,0,0,0
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0品牌词,155,40,25.81%,59.49,383.81,1.49,0,0,0,0
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,PC,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0PC,155,2,1.29%,7.56,48.77,3.78,0,0,0,0
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0品牌词,152,11,7.24%,61.81,406.64,5.62,3,4798,27.27%,77.62
20190604~20190626,【新】美的品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0PC,152,1,0.66%,5.95,39.14,5.95,0,0,0,0
20190604~20190626,【新】爆品浏览未购0单烟机,新标签人群,无线,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0品牌词,152,11,7.24%,52.03,342.3,4.73,1,2199,9.09%,42.26
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,无线,京东快车(搜索),T59C+Q390T_烟灶套装_单投,核心词0品牌词,151,2,1.32%,5.71,37.81,2.86,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0PC,151,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),T59C+Q390T_烟灶套装_单投,核心词0无线,149,3,2.01%,22.5,151.01,7.5,4,27735.5,133.33%,1232.69
20190604~20190626,【新】烟灶加购未购,新标签人群,PC,京东快车(搜索),Q35_燃气灶_单投,搜索0品牌词,148,3,2.03%,7.39,49.93,2.46,0,0,0,0
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0PC,146,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),Q39_燃气灶_单投,搜索0品牌词,143,20,13.99%,57.69,403.43,2.88,1,0,5.00%,0
20190604~20190626,【新】爆品浏览未购0单烟机,新标签人群,无线,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0品牌词,143,9,6.29%,36.97,258.53,4.11,0,0,0,0
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0长尾词,143,3,2.10%,13.87,96.99,4.62,0,0,0,0
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),J30+Q216B0T_烟灶套装_单投,搜索0PC,140,13,9.29%,32.78,234.14,2.52,1,899,7.69%,27.43
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,无线,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0品牌词,140,11,7.86%,61.81,441.5,5.62,3,4798,27.27%,77.62
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,PC,京东快车(搜索),T59C+Q390T_烟灶套装_单投,核心词0品牌词,137,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J18+Q216B0T_烟灶套装_单投,搜索0PC,133,10,7.52%,9.84,73.98,0.98,1,1799,10.00%,182.83
20190604~20190626,【新】烟灶加购未购,新标签人群,PC,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0PC,133,2,1.50%,9.67,72.71,4.84,0,0,0,0
20190604~20190626,【新】再营销0消毒柜点击未购买,新标签人群,PC,京东快车(搜索),XC60_消毒柜_单投,搜索0PC,132,3,2.27%,13.07,99.02,4.36,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,无线,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0长尾词,132,4,3.03%,21.13,160.08,5.28,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,无线,京东快车(搜索),T59C+Q390T_烟灶套装_单投,核心词0品牌词,131,2,1.53%,5.71,43.59,2.86,0,0,0,0
20190604~20190626,【新】消毒柜嵌入式入口Top单品浏览未购,新标签人群,无线,京东快车(搜索),80K03_消毒柜_单投,搜索0无线,129,7,5.43%,26.95,208.91,3.85,2,898,28.57%,33.32
20190604~20190626,【新】烟灶加购未购,新标签人群,PC,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0长尾词,128,1,0.78%,5.45,42.58,5.45,0,0,0,0
20190604~20190626,【新】烟灶加购未购,新标签人群,PC,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0PC,127,5,3.94%,13.99,110.16,2.8,0,0,0,0
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0PC,126,2,1.59%,5.5,43.65,2.75,0,0,0,0
20190604~20190626,【新】爆品浏览未购0燃气灶,新标签人群,无线,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0品牌词,125,12,9.60%,54.58,436.64,4.55,1,0,8.33%,0
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,无线,京东快车(搜索),J18+Q216B0T_烟灶套装_单投,搜索0PC,125,10,8.00%,9.84,78.72,0.98,1,1799,10.00%,182.83
20190604~20190626,【新】再营销0燃气灶点击未购买,新标签人群,无线,京东快车(搜索),腰部广告_厨大,烟灶消店铺,122,5,4.10%,16.66,136.56,3.33,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0长尾词,122,2,1.64%,11.49,94.18,5.75,0,0,0,0
20190604~20190626,【新】再营销0燃气灶点击未购买,新标签人群,无线,京东快车(搜索),Q35_燃气灶_单投,搜索0品牌词,122,34,27.87%,59.33,486.31,1.75,5,4286,14.71%,72.24
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,PC,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0品牌词,121,3,2.48%,4.7,38.84,1.57,0,0,0,0
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0PC,121,2,1.65%,7.56,62.48,3.78,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0品牌词,119,10,8.40%,15.91,133.7,1.59,0,0,0,0
20190604~20190626,【新】爆品浏览未购买0烟灶套装,新标签人群,PC,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0品牌词,117,1,0.85%,0.21,1.79,0.21,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,PC,京东快车(搜索),T59C+Q390T_烟灶套装_单投,核心词0品牌词,114,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,PC,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0品牌词,112,7,6.25%,42.68,381.07,6.1,1,1899,14.29%,44.49
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,PC,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0品牌词,112,1,0.89%,7.28,65,7.28,0,0,0,0
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,PC,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0长尾词,111,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,PC,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0品牌词,107,2,1.87%,4.59,42.9,2.3,2,2799,100.00%,609.8
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,无线,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0PC,106,10,9.43%,40.19,379.15,4.02,0,0,0,0
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,搜索0PC,101,10,9.90%,23.16,229.31,2.32,0,0,0,0
20190604~20190626,近30天内加购、加关注所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),XC60_消毒柜_单投,搜索0无线,101,5,4.95%,21.75,215.35,4.35,1,799,20.00%,36.74
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,无线,京东快车(搜索),T33P+Q216B0T_烟灶套装_单投,搜索0PC,99,3,3.03%,8,80.81,2.67,1,1899,33.33%,237.38
20190604~20190626,【新】竞品低端品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0PC,98,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,无线,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0PC,95,22,23.16%,108.31,1140.11,4.92,5,7997,22.73%,73.83
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,无线,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0PC,95,7,7.37%,26.44,278.32,3.78,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J30+Q216B0T_烟灶套装_单投,搜索0品牌词,95,9,9.47%,16.53,174,1.84,0,0,0,0
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,PC,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0长尾词,93,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,PC,京东快车(搜索),J58_油烟机_单投,搜索0长尾,92,1,1.09%,6.44,70,6.44,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,无线,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0长尾词,90,4,4.44%,30.5,338.89,7.63,0,0,0,0
20190604~20190626,【新】爆品浏览未购0燃气灶,新标签人群,无线,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0品牌词,89,13,14.61%,52.64,591.46,4.05,0,0,0,0
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,无线,京东快车(搜索),J30+Q216B0T_烟灶套装_单投,搜索0品牌词,88,10,11.36%,27.51,312.61,2.75,0,0,0,0
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,无线,京东快车(搜索),T59C+Q390T_烟灶套装_单投,搜索0PC,86,7,8.14%,18.02,209.53,2.57,0,0,0,0
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,搜索0PC,85,10,11.76%,23.19,272.82,2.32,0,0,0,0
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,无线,京东快车(搜索),T33P+Q216B0T_烟灶套装_单投,搜索0PC,85,3,3.53%,8,94.12,2.67,1,1899,33.33%,237.38
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,无线,京东快车(搜索),T59C+Q390T_烟灶套装_单投,搜索0PC,80,5,6.25%,13.93,174.13,2.79,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0无线,78,7,8.97%,42.35,542.95,6.05,0,0,0,0
20190604~20190626,【新】再营销0燃气灶点击未购买,新标签人群,PC,京东快车(搜索),Q35_燃气灶_单投,搜索0品牌词,78,3,3.85%,4.17,53.46,1.39,0,0,0,0
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,无线,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0长尾词,78,2,2.56%,9.06,116.15,4.53,2,1599,100.00%,176.49
20190604~20190626,【新】美的品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0长尾词,74,6,8.11%,30.79,416.08,5.13,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,PC,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0品牌词,73,2,2.74%,14.14,193.7,7.07,0,0,0,0
20190604~20190626,【新】竞品低端品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0PC,73,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】燃气灶搜索未购0类目,新标签人群,无线,京东快车(搜索),Q216B_燃气灶_单投,搜索0PC,71,6,8.45%,3.19,44.93,0.53,1,1199,16.67%,375.86
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,PC,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0品牌词,70,2,2.86%,4.59,65.57,2.3,2,2799,100.00%,609.8
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,无线,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0PC,69,6,8.70%,14.08,204.06,2.35,2,2999,33.33%,213
20190604~20190626,【新】竞品低端品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0长尾词,68,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0PC,68,1,1.47%,6.92,101.76,6.92,0,0,0,0
20190604~20190626,近30天内加购、加关注所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0PC,67,1,1.49%,5.15,76.87,5.15,0,0,0,0
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,PC,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0长尾词,66,1,1.52%,6.67,101.06,6.67,0,0,0,0
20190604~20190626,【新】烟灶加购未购,新标签人群,PC,京东快车(搜索),J58_油烟机_单投,搜索0长尾,66,0,0,0,0,0,0,0,0,0
20190604~20190626,近30天内加购、加关注所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),XC60_消毒柜_单投,搜索0PC,66,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0长尾词,66,1,1.52%,4.07,61.67,4.07,0,0,0,0
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,无线,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0PC,65,1,1.54%,3.24,49.85,3.24,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,搜索0PC,64,1,1.56%,3.44,53.75,3.44,0,0,0,0
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,无线,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0长尾词,64,2,3.13%,10.51,164.22,5.26,2,1599,100.00%,152.14
20190604~20190626,【新】爆品浏览未购0单烟机,新标签人群,PC,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0品牌词,62,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),J30+Q216B0T_烟灶套装_单投,搜索0品牌词,62,5,8.06%,10.44,168.39,2.09,2,1399,40.00%,134
20190604~20190626,【新】美的品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),T59C+Q390T_烟灶套装_单投,核心词0无线,61,7,11.48%,36.7,601.64,5.24,0,0,0,0
20190604~20190626,【新】烟灶加购未购,新标签人群,PC,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0PC,61,0,0,0,0,0,0,0,0,0
20190604~20190626,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0PC,59,1,1.69%,1.97,33.39,1.97,0,0,0,0
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,PC,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0长尾词,58,1,1.72%,4.67,80.52,4.67,0,0,0,0
20190604~20190626,【新】再营销0燃气灶点击未购买,新标签人群,无线,京东快车(搜索),Q39_燃气灶_单投,搜索0品牌词,57,8,14.04%,18.35,321.93,2.29,0,0,0,0
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0无线,57,2,3.51%,9.07,159.12,4.54,0,0,0,0
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,无线,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0PC,57,1,1.75%,3.24,56.84,3.24,0,0,0,0
20190604~20190626,【新】品类7天浏览未购0燃气灶,新标签人群,无线,京东快车(搜索),Q216B_燃气灶_单投,搜索0PC,56,7,12.50%,5.39,96.25,0.77,1,1199,14.29%,222.45
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,PC,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0品牌词,56,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,搜索0PC,55,6,10.91%,12,218.18,2,0,0,0,0
20190604~20190626,【新】关注未购买0油烟机,新标签人群,无线,京东直投,,,55,1,1.82%,0.78,14.18,0.78,0,0,0,0
